fen,best_move,best_move_san,best_move_eval,next_best,next_best_eval,moving_piece,is_capture,is_check,capture_range
r1bq1rk1/p1p2ppp/5n2/1pbPN3/2BB4/8/PPP2PPP/RN1Q1RK1 b - -,c5d4,Bxd4,263,d8d6,430,bishop,True,False,1
8/3B4/8/p4p1k/5P1p/Pb5K/1P4P1/8 w - -,d7f5,Bxf5,780,d7e8,606,bishop,True,False,2
r1b1kb1r/ppppqppp/2n5/8/3NN3/3B4/PPP2PPP/R1BQK2R b KQkq -,c6d4,Nxd4,11,d7d5,345,knight,True,False,
r1bqkbnr/pp3ppp/2n5/4p3/Q2pP3/5N2/PP1PNPPP/R1B1KB1R w KQkq -,f3e5,Nxe5,99,e2g3,-35,knight,True,False,
r1bqkb1r/pp1npppp/2p5/8/3Pn3/5N2/PPP1QPPP/R1B1KB1R w KQkq -,e2e4,Qxe4,24,g2g4,-363,queen,True,False,2
r1b2rk1/3nppbp/p5p1/Qpp5/2n1P3/5P2/PP2N1PP/1KR2B1R w - -,c1c4,Rxc4,7,a5e1,-103,rook,True,False,3
r1bqkbnr/pppp2pp/5p2/1B6/3nP3/8/PPP2PPP/RNBQK2R w KQkq -,d1d4,Qxd4,92,b5c4,-254,queen,True,False,3
3r3k/pp3pp1/4p2p/2brP2P/1q1NR3/4B3/5KP1/2RQ4 w - -,d1b3,Qb3,0,c1b1,-346,queen,False,False,
5N2/1p4p1/4pp1k/p2p1b2/P2P1Q1p/4PP1P/5qPK/8 b - -,g7g5,g5,-259,h6h5,-80,pawn,False,False,
4R3/2k5/3r1Np1/1p4K1/5P2/8/1n6/8 w - -,e8e2,Re2,398,g5g6,0,rook,False,False,
2r4r/1p4k1/p1bp2p1/5N1p/2PR1P2/8/PP2B1P1/3KR3 b - -,g6f5,gxf5,9,g7f6,532,pawn,True,False,
rn2kb1r/pp2pppp/5n2/qNPp4/8/4P3/PPP2PPP/R1BQK1NR w KQkq -,b5c3,Nc3,-50,c2c3,-341,knight,False,False,
3k4/3r4/4Q3/8/2K5/8/8/8 b - -,d7c7,Rc7+,3607,d7d1,20000,rook,False,True,
r2r3k/pp2bpp1/4p2p/3pP2P/1qPNnB2/4R3/5PP1/2RQ2K1 w - -,c4d5,cxd5,-28,e3b3,-361,pawn,True,False,
2b5/1p4k1/4Np2/p2Pp1p1/P3P3/6KP/6P1/8 b - -,g7f7,Kf7,-146,g7g6,-21,king,False,False,
R4nk1/6p1/8/5Nb1/P1p5/5p2/8/5K2 w - -,a4a5,a5,536,f5d6,336,pawn,False,False,
rnbqk2r/ppp2ppp/4pn2/3p4/QbPP4/2N2N2/PP2PPPP/R1B1KB1R b KQkq -,b8c6,Nc6,22,b7b5,446,knight,False,False,
3k4/2r5/4Q3/1K6/8/8/8/8 b - -,c7b7,Rb7+,9605,c7d7,20000,rook,False,True,
8/2k5/5Np1/1p4K1/5P2/8/1n2R3/3r4 w - -,e2b2,Rxb2,419,f6e8,1,rook,True,False,3
5r1k/2pN2pp/8/4p2q/2B1P3/2P1Qp1P/1P4P1/3R2K1 b - -,f3f2,f2+,-502,f3g2,861,pawn,False,True,
2n1qrk1/1R3pp1/4b2p/b2p2P1/2pP4/p1P2QB1/P1B2PP1/5NK1 b - -,e8c6,Qc6,121,e8d8,445,queen,False,False,
r3r1k1/1b3Qp1/p7/1p1Pq3/1P6/P7/6PP/3R1RK1 b - -,g8h8,Kh8,382,g8h7,525,king,False,False,
3n4/3Pk3/1p4p1/pB2p3/P3Pp1P/5P2/3R2K1/2r5 w - -,g2h2,Kh2,159,d2d5,7,king,False,False,
3q1rk1/pp1bpp1p/3p1npQ/4n3/3NP3/1Br2P2/PPP3PP/2KR3R w - -,b2c3,bxc3,0,h2h4,-339,pawn,True,False,
r1bqk2r/ppp2ppp/2n1pn2/3p4/Q1PP4/P1b2N2/1P2PPPP/R1B1KB1R w KQkq -,b2c3,bxc3,4,c1d2,-426,pawn,True,False,
r1bqk2r/pp2bppp/2npp3/4P3/2BP4/2n2N2/PP3PPP/R1BQ1RK1 w kq -,b2c3,bxc3,-41,d1c2,-404,pawn,True,False,
r1b1k2r/pp3pp1/1q2p2p/2npP1NQ/8/8/PP3PPP/R3RBK1 b kq -,e8h8,O-O,-201,g7g6,-67,king,False,False,
r1b1kb1r/ppp1pppp/3q1n2/3Pn1B1/3Qp3/2N5/PPP2PPP/R3KBNR w KQkq -,c3b5,Nb5,436,e1a1,60,knight,False,False,
r3r2k/1b3Qp1/p7/1p1P1R2/1P6/P3q3/6PP/3R2K1 w - -,g1h1,Kh1,366,f5f2,-366,king,False,False,
r4n2/pp2r1k1/2p1PN1p/3p1P2/8/8/PPPK4/7R w - -,f6h5,Nh5+,-275,f6g4,-448,knight,False,True,
r3r2k/1b3Qp1/p7/1p1P1R2/1P6/P7/6PP/3Rq2K w - -,d1e1,Rxe1,454,f5f1,-157,rook,True,False,1
8/K5p1/1p5k/1P5p/P1n5/8/3N4/8 b - -,c4d2,Nxd2,303,c4b2,481,knight,True,False,
r1bq1rk1/ppp2Bpp/2np1n2/4p1N1/4P3/P1P5/1PP2PPP/R1BQK2R b KQ -,f8f7,Rxf7,-197,g8h8,68,rook,True,False,1
8/K5p1/1P5k/p6p/8/8/1n1N4/8 b - -,b2d3,Nd3,528,b2d1,3357,knight,False,False,
8/k7/p1p5/2P1p3/1P6/P3PB2/3K2p1/8 b - -,g2g1q,g1=Q,-643,g2g1r,0,pawn,False,False,
8/3Pk3/1pn5/pBr1p2R/P3Pp2/5P2/7K/8 w - -,h5h7,Rh7+,539,b5c6,0,rook,False,True,
8/K5p1/1p5k/1P6/P1n4p/8/3N4/8 w - -,d2c4,Nxc4,3583,a4a5,-3,knight,True,False,
8/3b1k2/1p2Np2/p2Pp3/P3P2p/6P1/5K2/8 w - -,g3h4,gxh4,-64,e6c7,-635,pawn,True,False,
8/K5p1/1p5k/1P6/P1N5/7p/8/8 w - -,c4e3,Ne3,3614,c4d6,583,knight,False,False,
r1bqk1nr/pppp1ppp/2n5/8/1bBpP3/2P2N2/PP3PPP/RNBQK2R b KQkq -,d4c3,dxc3,-10,b4a5,111,pawn,True,False,
r1bq1rk1/pp2ppbp/3p1np1/8/2PnP3/2N1B2P/PP2BPP1/R2QK2R w KQ -,e3d4,Bxd4,56,d1d4,-50,bishop,True,False,1
1k1r3r/ppqb4/5Ppp/3p4/P2np3/3BR1Q1/2PB1PPP/R5K1 w - -,e3e4,Rxe4,206,d3f1,76,rook,True,False,1
r1bqkb1r/ppp1pppp/2n2n2/1B1P2B1/3Qp3/2N5/PPP2PPP/R3K1NR b KQkq -,a7a6,a6,264,d8d7,364,pawn,False,False,
2rq1rk1/pp1bppbp/3p1np1/8/2BNP3/2N1BP2/PPPQ2PP/1K1R3R b - -,c8c4,Rxc4,88,e7e5,324,rook,True,False,4
7k/rp2qp1p/p6Q/4p3/P3P1p1/8/1PP4P/3R3K w - -,d1d7,Rd7,498,h6h5,0,rook,False,False,
r1b1kb1r/pp2pppp/2n5/4P3/1nB5/5N2/PP3PPP/RNBq1RK1 w kq -,f1d1,Rxd1,15,c4f7,-497,rook,True,False,2
r1bqkbnr/1p1ppppp/p1n5/8/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq -,f3d4,Nxd4,35,c3d5,-106,knight,True,False,
1k1r3r/ppqb4/5Ppp/3p4/P2nR3/3B2Q1/2PB1PPP/R5K1 b - -,c7g3,Qxg3,178,d4f3,352,queen,True,False,4
3R4/pp3ppk/4p2p/2R1P2P/8/1q2B3/5KP1/8 b - -,b3b4,Qb4,57,b3a4,167,queen,False,False,
1k1r3r/pp1b4/5Ppp/3p4/P2nR3/3B2q1/2PB1PPP/R5K1 w - -,e4d4,Rxd4,197,h2g3,-422,rook,True,False,1
r4rk1/p1p2ppp/2P2n2/7b/1b1q4/2NB1P2/PPP3PP/R1BQ1R1K b - -,b4c3,Bxc3,30,d4c5,136,bishop,True,False,1
r1bqkb1r/pp3ppp/2nppn2/1N6/4PB2/2N5/PPP2PPP/R2QKB1R b KQkq -,e6e5,e5,29,c6e5,188,pawn,False,False,
5k1r/1p6/2b1pNpp/2q1P2N/5P1Q/pPp5/Pn4PK/4R3 w - -,f6d7,Nd7+,1000,h5g3,97,knight,False,True,
3n4/2kP3R/1p6/pB2pK2/P3Pp2/2r2P2/8/8 w - -,h7h3,Rh3,708,f5g4,575,rook,False,False,
r1bqk2r/ppp2ppp/2n2P2/2bp4/2Bp4/2P2N2/PP3PPP/RNBQK2R b KQkq -,d5c4,dxc4,-69,e8h8,290,pawn,True,False,
r1bqkbnr/ppp1pppp/2n5/3P4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq -,d8d5,Qxd5,68,c6b8,234,queen,True,False,3
r1b1kb1r/pp1n1ppp/4p3/3pP3/3q4/3B4/PP1N1PPP/R1BQ1RK1 w kq -,d2f3,Nf3,35,d2b3,-92,knight,False,False,
r1bqkb1r/ppp2ppp/2n2n2/3pp3/8/1P3NP1/P1PPPPBP/RNBQ1RK1 b kq -,e5e4,e4,-164,h7h5,-61,pawn,False,False,
5k2/2pn1pp1/1p1p1n1p/1PP1pN2/1q1PP3/3QP2P/3N1RPK/r7 b - -,b6c5,bxc5,-295,d6c5,-185,pawn,True,False,
5k2/2pn1pp1/3p1n1p/1Pp1pN2/1qNPP3/3QP2P/5RPK/r7 b - -,b4e1,Qe1,-661,c5d4,-482,queen,False,False,
4k2r/1p1N4/2b1p1pp/2q1P2N/5P1Q/pPp5/Pn4PK/4R3 w - -,d7c5,Nxc5,979,h5f6,879,knight,True,False,
8/8/4kPKR/8/8/8/3r4/8 w - -,g6g7,Kg7,454,h6h5,0,king,False,False,
2r1kb1r/1p3ppp/p1n1p3/4Pb2/1P1N4/PBN5/R4PPP/2BR2K1 b k -,c6d4,Nxd4,42,f5g4,415,knight,True,False,
8/K5p1/1p5k/1P5p/P7/8/3n4/8 w - -,a4a5,a5,376,a7b6,-3515,pawn,False,False,
r1bqk2r/ppp2p1p/2n3p1/2b1p2Q/2B1nP2/4N3/PPPP2PP/R1B1K1NR w KQkq -,h5f3,Qf3,-206,h5d1,-429,queen,False,False,
r3k2r/pp1n1pp1/2p1pn1p/q6P/1bPPN3/3Q1N2/PP1B1PP1/R3K2R w KQkq -,e4d6,Nd6+,102,e4f6,0,knight,False,True,
1rr3k1/4Bpbp/3p2p1/8/q1p5/P5P1/1P1QPP1P/1RR3K1 b - -,c4c3,c3,-211,a4e8,-21,pawn,False,False,
8/K5p1/1p5k/PP5p/2n5/8/8/8 w - -,a5a6,a6,575,a5b6,-19,pawn,False,False,
2r2rk1/pp1b1ppp/1q2p3/3pP3/1B3Pn1/3B1N2/P3Q1PP/RN2KR2 b Q -,c8c1,Rc1+,-427,b6b4,28,rook,False,True,
r7/1pRN1ppk/4p2p/3rP2P/8/p4R2/5KP1/8 w - -,f3f7,Rxf7,802,d7c5,-90,rook,True,False,4
r1bqkbnr/pp2pppp/2n5/3P4/3P4/8/PP3PPP/RNBQKBNR b KQkq -,d8d5,Qxd5,32,c6b8,197,queen,True,False,3
3k4/3P3R/1pn5/pBr1p3/P3Pp2/5P2/7K/8 w - -,h2h3,Kh3,505,h7f7,25,king,False,False,
5r2/p2bppkn/1p4pq/6N1/3PPQ2/5P2/P5P1/2R1KB2 w - -,c1c7,Rc7,116,g5h3,9,rook,False,False,
rnbqkbnr/ppp2p1p/8/4p3/1PPp2pN/3P4/P3PPPP/RNBQKB1R w KQkq -,g2g3,g3,-3,b1d2,-271,pawn,False,False,
r1b1k1r1/ppp2pPp/8/8/2pn4/8/PP3PPP/RNB1K2R w KQq -,b1a3,Na3,-110,b1c3,-236,knight,False,False,
r3kbnr/pR1n1pp1/2p1p3/3pP1Bp/3P3P/1N1Q4/2P1KPP1/q5NR b kq -,a1a4,Qa4,273,a1a3,392,queen,False,False,
r3r1k1/1b2qppp/p7/1p1Pb3/1P6/P2B4/1B2Q1PP/3R1RK1 w - -,d3h7,Bxh7+,443,b2e5,19,bishop,True,True,4
r1b1k3/ppp2prp/8/8/2pn4/N7/PP3PPP/R1B1K2R w KQq -,c1e3,Be3,-56,e1f1,-250,bishop,False,False,
r1bqkb1r/ppp2pp1/5n1p/n2P4/2B1p3/3P1N2/PPP1QPPP/RNB1K2R b KQkq -,a5c4,Nxc4,-64,d8e7,56,knight,True,False,
1R6/2q2ppk/6n1/3p2Pp/2pP2b1/p1P5/P1B1rPP1/2Q2NK1 w - -,b8a8,Ra8,-102,b8f8,-335,rook,False,False,
5k1r/3q1ppp/5n2/p7/1b1N4/2r2B2/4QPPP/2RR2K1 w - -,c1c3,Rxc3,381,c1a1,55,rook,True,False,2
rn1q1rk1/pp3pbp/4bnp1/8/3P4/1QN3P1/PP3P1P/R1B1KBNR w KQ -,b3b7,Qxb7,0,f1c4,-191,queen,True,False,4
rnbqkb1r/pp4pp/4pn2/2pP4/8/2N5/PP2PPPP/R1BQKBNR b KQkq -,e6d5,exd5,-63,f6d5,52,pawn,True,False,
rnbq1rk1/ppp2ppp/8/3p2B1/3P2n1/3B4/PPP1NPPK/RN1Q1R2 w - -,h2g1,Kg1,-92,h2g3,-253,king,False,False,
8/8/3k4/1p6/p1nKP2p/P6N/1P6/8 w - -,d4c3,Kc3,-89,e4e5,-422,king,False,False,
r1b1k1nr/pppp1ppp/2n2q2/2bNp3/2B1P1Q1/8/PPPP1PPP/R1B1K1NR b KQkq -,f6f2,Qxf2+,80,c5f2,389,queen,True,True,4
r1b1k1nr/pppp1ppp/2n5/2bNp3/2B1P1Q1/8/PPPP1qPP/R1BK2NR b kq -,e8f8,Kf8,62,c5f8,206,king,False,False,
3k4/3P4/1pK5/p7/P7/8/4rp2/5R2 b - -,e2e6,Re6+,-692,e2a2,-2,rook,False,True,
r1b2knr/pppp1ppp/2n5/2bNp3/2B1P1Q1/8/PPPP1qPP/R1BK2NR w - -,g1h3,Nh3,83,g4f3,-36,knight,False,False,
r1b2knr/pppp1ppp/2n5/2bNp3/2B1P1Q1/7N/PPPP1qPP/R1BK3R b - -,h7h5,h5,69,f2d4,238,pawn,False,False,
r3r2k/1b3Qp1/p2P4/1p6/1P6/P3q3/6PP/3R1RK1 w - -,g1h1,Kh1,0,f1f2,-275,king,False,False,
8/3k4/8/2B5/8/8/3K4/5N2 b - -,d7e8,Ke8,9605,d7d8,20000,king,False,False,
2r1qrk1/4pp1p/3p2pQ/p2P3P/bp6/1B3P2/1PP3P1/2KR3R b - -,g6g5,g5,0,f7f5,394,pawn,False,False,
4r1k1/1q4p1/1rbp1p2/2p1pPp1/2PnP1P1/P2BR3/1P1Q3P/1RN3K1 b - -,c6e4,Bxe4,-303,e8b8,-192,bishop,True,False,2
1r4k1/5pp1/1Bp4p/p7/2P1Q1nP/P5Pq/1P2PP2/3R2K1 b - -,h3h2,Qh2+,-314,f7f5,0,queen,False,True,
r2qrnk1/1p1b1pp1/p1p4p/4R2P/3P4/P5N1/1PBQ1PP1/4R1K1 w - -,e5e8,Rxe8,185,g3e4,85,rook,True,False,3
r1bqkb1r/p1p2ppp/2n2n2/1B1Pp1N1/8/3P4/PPP2PPP/RNBQK2R b KQkq -,d8d5,Qxd5,66,f8b4,279,queen,True,False,3
r1bqkb1r/pppp1ppp/5n2/1B2P3/8/2p5/PPPP1PPP/R1BQK2R w KQkq -,e5f6,exf6,-16,d2c3,-301,pawn,True,False,
r1bqkb1r/pppp1ppp/5P2/1B6/8/2p5/PPPP1PPP/R1BQK2R b KQkq -,d8f6,Qxf6,8,g7f6,209,queen,True,False,2
r3bnk1/5pp1/p1p2q1p/1p3N1P/1Q1P4/P7/1PB2PP1/4R1K1 w - -,f5e7,Ne7+,607,d4d5,311,knight,False,True,
8/8/8/1p2k3/p1n1P2p/P1K4N/1P6/8 w - -,b2b3,b3,-44,h3f2,-496,pawn,False,False,
3r2k1/p2r1ppn/1pb4p/5q2/1QP1p1B1/B3P2P/P4PP1/3RR1K1 b - -,f5g4,Qxg4,322,f5f6,475,queen,True,False,1
1r4k1/5pp1/1Bp4p/p7/2P1Q1nP/P5P1/1P2PP1q/3R1K2 b - -,g4f6,Nf6,-291,f7f5,220,knight,False,False,
r3kb1r/pp1q1ppp/2n1b3/2pnp3/Q7/2N2NP1/PP1PPPBP/R1B2RK1 w kq -,c3d5,Nxd5,206,f3g5,50,knight,True,False,
rnbqkb1r/pppp1ppp/8/4N3/2B1n3/8/PPPP1PPP/RNBQK2R b KQkq -,d7d5,d5,-57,e4d6,49,pawn,False,False,
r1bq1rk1/1pp2ppp/8/p3p3/Q7/P2P2P1/1b1BPPBP/R4RK1 w - -,a1b1,Rab1,85,a1d1,-58,rook,False,False,
1r4k1/5pp1/1BQ2n1p/p7/2P4P/P5P1/1P2PP1q/3R1K2 b - -,b8b6,Rxb6,-291,h2h3,431,rook,True,False,2
8/1k6/8/3N4/1K1B4/8/8/8 b - -,b7c6,Kc6,9605,b7c8,20000,king,False,False,
r3k2r/ppq1nppp/2n1p3/B2pP3/Q2P4/5N2/P4PPP/1RR3K1 b kq -,c7a5,Qxa5,-428,c7d7,-47,queen,True,False,2
rnb1kb1r/ppppqppp/8/4N3/2B1n3/3P4/PPP2PPP/RNBQK2R b KQkq -,e7e5,Qxe5,-95,d7d5,30,queen,True,False,2
rnb1k1nr/pp3ppp/1qp5/3pP3/N3P3/5P2/PPP1KbPP/R1BQ1BNR b kq -,b6d4,Qd4,54,b6a5,220,queen,False,False,
1r4k1/p1p2p2/2q2pp1/8/7Q/5P2/P1P3PP/2R4K b - -,c6c2,Qxc2,-336,b8b2,-196,queen,True,False,4
8/8/8/1p6/2n1k2p/PK5N/8/8 w - -,b3b4,Kb4,-15,a3a4,-535,king,False,False,
4R3/1nkP1K2/1p2P3/pB6/P7/7r/5p2/8 b - -,h3h7,Rh7+,635,h3g3,834,rook,False,True,
r2qRnk1/1p1b1pp1/p1p4p/7P/3P4/P5N1/1PBQ1PP1/4R1K1 b - -,d7e8,Bxe8,183,d8e8,576,bishop,True,False,1
r1bqk2r/pppp1ppp/2n2n2/2b5/2BPP3/5N2/PP3PPP/RNBQK2R b KQkq -,c5b4,Bb4+,11,d7d5,161,bishop,False,True,
8/8/7k/pK6/6B1/PP4P1/8/4b3 b - -,h6h7,Kh7,441,e1c3,662,king,False,False,
r4rk1/ppqb1p2/4N2Q/2nn4/8/8/PP3PPP/R1BR2K1 b - -,c5e6,Nxe6,0,c7e5,329,knight,True,False,
N1b4r/ppQpkppp/2n2n2/3q4/8/4P1P1/PPPN3P/R3KB2 w Q -,e1a1,O-O-O,-35,c7f4,-136,king,False,False,
8/8/8/1p6/1Kn4p/P4k1N/8/8 w - -,a3a4,a4,0,b4b5,-582,pawn,False,False,
r1b1kbnr/pp3ppp/2p5/2p5/4q1N1/8/PPPP1PPP/RNBQK2R w KQkq -,g4e3,Ne3,-27,e1f1,-475,knight,False,False,
4rnk1/2qn2p1/p3b2p/1pp1N3/2P5/4P1Q1/PB4PP/1B3RK1 w - -,g3g7,Qxg7+,633,c4b5,462,queen,True,True,4
4rn2/2qn2k1/p3b2p/1pp1N3/2P5/4P3/PB4PP/1B3RK1 w - -,e5d7,Nxd7+,624,e5f7,-50,knight,True,True,
r6r/2q1nP1p/p1k3p1/1p2pB2/8/2P1B3/P1PR2PP/5RK1 w - -,f5e4,Be4+,1548,f5d3,39,bishop,False,True,
rnb1r1k1/ppp2pbp/5np1/3Np1B1/2P1P3/5N2/PP2BPPP/R3K2R b KQ -,f6d5,Nxd5,2,f6e4,318,knight,True,False,
r1bn1rk1/2q2ppp/3Q1n2/p1p1p3/PpN1P3/2P4P/1PB2PP1/R1B1R1K1 b - -,c7d6,Qxd6,80,c7b8,228,queen,True,False,1
r4rk1/p1p2ppp/2P2n2/7b/1b1q4/2NB1P2/PPP3PP/R1BQ1RK1 w - -,g1h1,Kh1,17,f1f2,-147,king,False,False,
r3bn1k/5pp1/p1p2q1p/1p1N3P/1Q1P4/P7/1PB2PP1/4R1K1 b - -,c6c5,c5,584,e8d7,880,pawn,False,False,
4rnk1/2q5/p3bN1p/1pp5/2P5/4P3/PB4PP/1B3RK1 b - -,g8f7,Kf7,610,g8h8,1008,king,False,False,
4rn2/2q2k2/p3bN1p/1pp5/2P5/4P3/PB4PP/1B3RK1 w - -,f6d5,Nd5+,601,b2e5,-68,knight,False,True,
4rn2/2q2k2/p3b2p/1ppN4/2P5/4P3/PB4PP/1B3RK1 b - -,f7g8,Kg8,583,c7f4,712,king,False,False,
r1bqkb1r/ppp2ppp/5p2/3P4/1n2p3/P1N5/1PP2PPP/R2QKBNR b KQkq -,b4a6,Na6,0,a7a5,194,knight,False,False,
r1bqk2r/1p1nbpp1/p2ppn1p/8/2BNPP1B/2N2Q2/PPP3PP/R3K2R b KQkq -,g7g5,g5,-29,e8h8,71,pawn,False,False,
r1bqkb1r/ppp2ppp/B4p2/3P4/4p3/P1N5/1PP2PPP/R2QK1NR b KQkq -,b7a6,bxa6,9,e4e3,279,pawn,True,False,
r6r/2q2P1p/p1k3p1/1p1np3/4B3/2P1B3/P1PR2PP/5RK1 w - -,e4d5,Bxd5+,3576,d2d5,1092,bishop,True,True,1
r3kbnr/pR1n1pp1/2p1p3/3pP1Bp/3P3P/3Q1N2/2PNKPP1/q6R b kq -,a1a4,Qa4,213,a1a3,356,queen,False,False,
r1b2rk1/pp2q3/2n4p/1N1pp1p1/2pP4/2P3KP/PPB3P1/R2Q1R2 w - -,d1h5,Qh5,0,f1f8,-125,queen,False,False,
r2q1rk1/2p3pp/p1n1bp2/1pbpP3/8/2P2N2/PPB2RPP/R1BQ1NK1 b - -,c5f2,Bxf2+,26,d8e7,244,bishop,True,True,3
r3kbnr/pR1n1pp1/Q1p1p3/3pP1Bp/3P3P/5N2/2PNKPP1/7q b kq -,f7f6,f6,285,f8e7,422,pawn,False,False,
r2q1rk1/2p3pp/p1n1b3/1p1pp3/8/2P2N2/PPB2KPP/R1BQ1N2 w - -,f2g1,Kg1,35,d1e1,-84,king,False,False,
N1b4r/ppQpkppp/2n2n2/4q3/2N5/4P1P1/PPP4P/2KR1B2 b - -,e5c7,Qxc7,20,e5c5,180,queen,True,False,2
r2qrbk1/5ppp/pn1p4/np2P1P1/3p4/5N2/PPB2PP1/R1BQR1K1 w - -,c2h7,Bxh7+,398,c1d2,263,bishop,True,True,5
rnbqkbnr/pp2pppp/8/3p4/2P5/2N5/PP1P1PPP/R1BQKBNR b KQkq -,d5d4,d4,-119,g8f6,15,pawn,False,False,
r2qrbk1/5ppB/pn1p4/np2P1P1/3p4/5N2/PP3PP1/R1BQR1K1 b - -,g8h7,Kxh7,344,g8h8,561,king,True,False,
r1b2rk1/pp1n1ppB/1q2p3/2bpP3/8/P4N2/1P1B1PPP/R2Q1RK1 b - -,g8h7,Kxh7,44,g8h8,266,king,True,False,
r2q1rk1/2p3pp/p1n5/1p1pp3/8/2P1Nb2/PPB3PP/R1BQ2K1 w - -,g2f3,gxf3,85,d1e1,-375,pawn,True,False,
r2qrb2/6pk/pn1p2p1/np2P3/3p4/5N2/PP3PP1/R1BQR1K1 w - -,f3g5,Ng5+,368,c1d2,10,knight,False,True,
r1bqk1nr/pppp1ppp/2n5/2b1p1N1/2B1P3/8/PPPP1PPP/RNBQK2R b KQkq -,d8g5,Qxg5,-473,d7d5,-155,queen,True,False,3
r1b1kb1r/p1p1qppp/p4p2/3P4/4N3/P7/1PP2PPP/R2QK1NR w KQkq -,d1e2,Qe2,8,d1d4,-312,queen,False,False,
8/8/3k4/3B4/8/3K4/3N4/8 b - -,d6d5,Kxd5,0,d6e5,210,king,True,False,
r1bqk2r/p1p2ppp/2p2n2/3p4/4P3/2bB4/PPP2PPP/R1BQ1RK1 w kq -,b2c3,bxc3,-12,e4d5,-229,pawn,True,False,
r1bq1rk1/pp1npp1p/3p1npb/2pP4/2P5/2N2N2/PP1QPPPP/R3KB1R w KQ -,d2h6,Qxh6,-22,e2e3,-440,queen,True,False,4
r1bq1rk1/pp3p2/2n2n1p/3p2p1/2pP4/2P2NbP/PPB2PP1/RN1Q1RK1 w - -,f2g3,fxg3,0,f1e1,-356,pawn,True,False,
5k2/2p2pp1/p6p/2B5/8/1P3P2/P1P3PP/1K6 b - -,f8e8,Ke8,789,f8g8,907,king,False,False,
r2qrb2/5ppk/pn1p2P1/np2P3/3p4/5N2/PP3PP1/R1BQR1K1 b - -,f7g6,fxg6,386,h7g8,487,pawn,True,False,
rnbqkb1r/ppp1pp1p/3p2p1/3nP3/2PP4/5N2/PP3PPP/RNBQKB1R b KQkq -,d5b6,Nb6,50,d5b4,239,knight,False,False,
3rk1nr/pR1nb1p1/4Qp2/3pP1Bp/3P3P/5N2/2P1KPP1/5N1q b k -,d7f8,Nf8,378,e8f8,486,knight,False,False,
4rn2/2qn2k1/p3b2p/1pp5/2P3N1/4P3/PB4PP/1B3RK1 b - -,d7e5,Ne5,-64,c7e5,89,knight,False,False,
rn1r2k1/pp1qbppp/4pn2/2p1Nb2/2pP4/1QN1B1P1/PP2PPBP/R4RK1 w - -,b3b7,Qxb7,362,e5d7,242,queen,True,False,4
7r/1pQ1bkp1/pN1Bpp2/3p1b2/3P3p/4P2P/Pq3PP1/5RK1 b - -,h8e8,Re8,0,f7g6,362,rook,False,False,
rn2r1k1/pp3p1p/3p1qp1/2pP3n/2P3P1/2N2P2/PP1Q3P/1R1K1B1R w - -,g4h5,gxh5,308,d1c2,50,pawn,True,False,
6k1/p3qp1p/2p1b1p1/2Pp3n/3Q2Pr/1P1N1P2/P3B2P/R4R1K b - -,h4h2,Rxh2+,0,h5g3,377,rook,True,True,2
r4r1k/ppqnb1p1/4Q2p/2p2p1P/2PP4/2N2N2/PP1B4/1K1n2R1 w - -,e6e7,Qxe7,205,g1g7,0,queen,True,False,1
r2qrb2/5ppk/pn1p4/np2P1P1/3p4/5N2/PP3PP1/R1BQR1K1 w - -,g5g6,g6+,441,c1d2,26,pawn,False,True,
r2qk2r/ppp2ppp/5n2/2bPp3/6b1/2N2N2/PPPPnPPP/R1BQ1RK1 w kq -,d1e2,Qxe2,9,c3e2,-146,queen,True,False,1
r6k/Q4pp1/p2p3p/1p1P4/8/2PR3P/1P2rPP1/R5K1 b - -,a8a7,Rxa7,-3,e2e1,642,rook,True,False,1
N1bk1b1r/pp1ppp1p/2q3p1/4P2n/3Q4/5N2/PPP2PPP/R1B1K2R b KQ -,b7b6,b6,447,e7e6,582,pawn,False,False,
rn3rk1/pp3p2/3p2pp/2pb4/2P4N/4BP2/P2KB1PP/R7 w - -,c4d5,cxd5,0,e3h6,-238,pawn,True,False,
rnb1k2r/ppp2ppp/8/2b1P3/2Bqp3/8/PPP3PP/R1BQK1NR w KQkq -,d1d4,Qxd4,-148,c4b5,-279,queen,True,False,3
r3kb1r/pp1N1ppp/2n1pn2/8/3P4/2N5/PP2bPPP/R1BQ1RK1 b kq -,e2d1,Bxd1,21,e2f1,522,bishop,True,False,1
rnbqkbnr/pp3ppp/4p3/2pP4/2B5/5N2/PPPP1PPP/RNBQK2R b KQkq -,e6d5,exd5,4,g8f6,174,pawn,True,False,
8/8/2nk4/1p6/p2KP2p/P6N/1P6/8 w - -,d4c3,Kc3,-118,d4e3,-571,king,False,False,
r1b2rk1/p1p3pp/2p2q2/3p4/1b3Bn1/2NB4/PPP2PPP/R2Q1RK1 w - -,f4g3,Bg3,-64,c3e2,-225,bishop,False,False,
r2qr1k1/4b1p1/pn1p2p1/np2P1N1/3p4/3Q4/PP3PP1/R1B1R1K1 w - -,d3g6,Qxg6,7,g5e6,-187,queen,True,False,3
r1bqkbnr/pppp1ppp/8/8/3nP3/8/PPP2PPP/RNBQKB1R w KQkq -,d1d4,Qxd4,53,f1c4,-297,queen,True,False,3
